source,target,sim
183,192,0.7182590365409851
184,187,0.7836914658546448
184,195,0.8083494901657104
184,196,0.8267723321914673
184,197,0.7855663299560547
185,189,0.7750720977783203
187,188,0.7733057737350464
188,195,0.7696963548660278
188,196,0.7778105735778809
191,196,0.7483559846878052
192,193,0.7815782427787781
195,196,0.8710293173789978
196,197,0.7671513557434082
